"date","route_id","avg_total_2km_30","avg_total_2km_15","avg_fix","avg_price_per_minute","avg_start"
"2025-03-27","3","1357.18","1067.44","1261.2","22.2194","44.879799999999996"
"2025-03-27","4","1735.1785714285713","1370.1785714285713","1206.607142857143","22.90732142857143","44.07142857142857"
"2025-03-27","5","1673.6530612244899","1322.1224489795918","1427.7551020408164","24.39040816326529","50.67265306122449"
"2025-03-27","6","1349.4651162790697","1064.906976744186","1331.860465116279","21.551860465116274","45.7906976744186"
"2025-03-27","7","1376.9555555555555","1084.1777777777777","1361.3333333333333","21.912666666666667","41.93333333333333"
"2025-03-27","8","1405.4745762711864","1104.135593220339","1086.7796610169491","20.46203389830508","42.05084745762712"
"2025-03-27","9","1442.1081081081081","1136.7027027027027","1022.972972972973","22.074054054054056","43.108108108108105"
"2025-03-27","10","1681.3265306122448","1328.1836734693877","1034.0816326530612","24.853469387755098","52.01938775510204"
"2025-03-27","11","1681.3877551020407","1328.4489795918366","1230","24.99204081632652","52.672448979591834"
"2025-03-27","12","1404.591836734694","1102.469387755102","1156.1224489795918","21.05591836734694","42.59142857142857"
"2025-03-27","13","1402.7586206896551","1101.9827586206898","972.2413793103449","20.977068965517226","42.72379310344827"
"2025-03-27","14","1347.3396226415093","1062.9433962264152","830","20.923207547169817","44.886792452830186"
"2025-03-27","15","1347.3396226415093","1062.9433962264152","779.2452830188679","20.945471698113202","44.886792452830186"
"2025-03-27","16","1380.195652173913","1086.6739130434783","959.5652173913044","21.807391304347824","41.26086956521739"
"2025-03-27","17","1353.8166666666666","1064.8666666666666","843.3333333333334","22.10866666666666","44.199666666666666"
"2025-03-27","18","1460.155172413793","1150.4655172413793","942.7586206896551","23.105862068965507","47.275"
"2025-03-27","19","1463.396551724138","1153.051724137931","899.6551724137931","23.18724137931035","46.86137931034482"
"2025-03-27","20","1723.9298245614036","1361.140350877193","867.719298245614","23.55070175438596","46.36842105263158"
"2025-03-27","21","1346.4166666666667","1059.5666666666666","586.1666666666666","21.128833333333326","45.43266666666667"
"2025-03-27","22","1468.5172413793102","1156.7758620689656","1000.8620689655172","23.4251724137931","47.464827586206894"
"2025-03-28","1","1365.4","1074.475","1305","21.883250000000004","44.6995"
"2025-03-28","2","1341.45","1054.65","1214.25","21.482","42.8"
"2025-03-28","3","1397.925","1101.575","1244.75","22.662500000000005","45.6"
"2025-03-28","4","1476.103448275862","1159.551724137931","1197.5862068965516","22.02137931034482","63.48275862068966"
"2025-03-28","5","1324.425","1042.225","1204","21.564750000000007","44.84975"
"2025-03-28","7","1755.6764705882354","1386.735294117647","1556.1764705882354","25.933235294117647","54.233823529411765"
"2025-03-28","8","1384.15","1089.8","1209.75","21.087249999999994","44.8"
"2025-03-28","10","1327.325","1044.7","940","21.165750000000006","45.44975"
"2025-03-28","11","1327.325","1044.7","963","21.095999999999997","45.44975"
"2025-03-28","13","1383.875","1090.075","984.75","20.673249999999992","44.4"
"2025-03-28","14","1309.5","1030.157894736842","914.4736842105264","20.801315789473684","39.63157894736842"
"2025-03-28","15","1309.5","1030.157894736842","812.8947368421053","20.84868421052631","40.05263157894737"
"2025-03-28","16","1768.2121212121212","1397.2424242424242","1063.3333333333333","25.837575757575756","54.02878787878788"
"2025-03-28","17","1400.75","1103.425","859.75","22.414750000000005","46.84975"
"2025-03-28","18","1301.948717948718","1022.3589743589744","874.8717948717949","22.12128205128205","42.794871794871796"
"2025-03-28","19","1310.7179487179487","1029.5641025641025","872.8205128205128","22.548717948717947","43.41025641025641"
"2025-03-28","20","1486.892857142857","1168.2857142857142","769.6428571428571","22.24071428571429","65.78571428571429"
"2025-03-28","21","1365.025","1074.225","606.25","21.753500000000003","44.5995"
"2025-03-28","22","1308.4871794871794","1027.948717948718","975.6410256410256","23.065384615384612","43.717948717948715"
"2025-03-30","10","1349.1","1057.7","733","20.211000000000002","40.2"
"2025-03-30","11","1349.1","1057.7","752","20.211000000000002","40.2"
"2025-03-31","1","1310.5","1029.3","845","20.737000000000002","41.8"
"2025-03-31","2","1379.4","1090.4","677","19.247999999999998","47"
"2025-03-31","3","1325","1043.3","943","21.613999999999997","40.6"
"2025-03-31","4","1367.9","1078.3","685","19.154999999999994","43.8"
"2025-03-31","5","1701.5","1337","997.5","24.754999999999995","49"
"2025-03-31","7","1483.7777777777778","1172.4444444444443","804.4444444444445","19.935555555555553","47.888888888888886"
"2025-03-31","8","1359.5","1066.2","788","19.722","39"
"2025-03-31","10","1701.5","1337","820","27.18","49"
"2025-03-31","11","1701.5","1337","902.5","27.18","49"
"2025-03-31","13","1359.5","1066.2","615","19.722","39"
"2025-03-31","14","2138.9","1697.2","808","25.140000000000004","63"
"2025-03-31","15","2138.9","1697.2","662","25.140000000000008","63"
"2025-03-31","16","1457.2222222222222","1150.7777777777778","444.44444444444446","19.714444444444446","47.888888888888886"
"2025-03-31","17","1330.35","1048.2","537","22.318","45.2995"
"2025-03-31","18","1340.909090909091","1055.4545454545455","753.6363636363636","24.20181818181818","47.63636363636363"
"2025-03-31","19","1331.8333333333333","1047.75","684.1666666666666","24.134166666666662","47.916666666666664"
"2025-03-31","20","1355.45","1067.95","535","20.515999999999995","47.7995"
"2025-03-31","21","1295.157894736842","1017.7894736842105","379.4736842105263","20.82315789473684","42.1578947368421"
